timestamp,packet_count,byte_count,duration,label,src_ip
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,3,162,1.3514151573181152,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,3,162,0.6826198101043701,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,3,162,2.028945207595825,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,3,162,1.351332187652588,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,3,162,0.6825356483459473,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,3,162,2.731518507003784,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,9.5367431640625e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,2,108,7.152557373046875e-07,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,2,108,3.405383348464966,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,2,108,2.0276169776916504,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,2,108,2.7295639514923096,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,2,108,2.0266523361206055,1,127.0.0.1
11:44:06,2,108,0.6801843643188477,1,127.0.0.1
11:44:06,3,162,3.4041218757629395,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,2,108,2.0249922275543213,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,2,108,2.7274060249328613,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
11:44:06,2,108,1.3459479808807373,1,127.0.0.1
11:44:06,1,54,0.0,1,127.0.0.1
